,experiment_id,qualitative_outcome,disease_id,disease_name,organism_id,organism_name
2445,2762,Elevated,6,Cirrhosis,66,Acidaminococcus
2446,2763,Reduced,162,Hepatic encephalopathy,14,Roseburia
2447,2764,Elevated,162,Hepatic encephalopathy,35,Veillonella
2448,2765,Elevated,162,Hepatic encephalopathy,371,Burkholderia
2449,2766,Elevated,162,Hepatic encephalopathy,453,Megasphaera
2450,2767,Elevated,162,Hepatic encephalopathy,754,Streptomyces
2451,2768,Elevated,162,Hepatic encephalopathy,260,Fusobacteriaceae
2452,2769,Elevated,162,Hepatic encephalopathy,33,Bifidobacterium
2453,2770,Elevated,162,Hepatic encephalopathy,41,Enterococcus
2454,2771,Reduced,163,Alcoholism,348,Bacteroidetes
2455,2772,Elevated,163,Alcoholism,221,Proteobacteria
2456,2773,Elevated,5,Irritable Bowel Syndrome,51,Escherichia coli
2457,2774,Elevated,5,Irritable Bowel Syndrome,330,Klebsiella
2458,2775,Elevated,5,Irritable Bowel Syndrome,68,Citrobacter
2459,2776,Elevated,5,Irritable Bowel Syndrome,1,Lactobacillus
2460,2777,Elevated,5,Irritable Bowel Syndrome,135,Actinomyces
2461,2778,Elevated,164,Gastroenteritis,51,Escherichia coli
2462,2779,Elevated,164,Gastroenteritis,330,Klebsiella
2463,2780,Elevated,164,Gastroenteritis,68,Citrobacter
2464,2781,Elevated,164,Gastroenteritis,1,Lactobacillus
2465,2782,Reduced,77,Colon adenomas,36,Bacteroides
2466,2783,Reduced,77,Colon adenomas,128,Coprococcus
2467,2784,Elevated,77,Colon adenomas,236,Dorea
2468,2785,Elevated,77,Colon adenomas,65,Faecalibacterium
2469,2786,Elevated,77,Colon adenomas,74,Shigella
2470,2787,Elevated,77,Colon adenomas,132,Ruminococcus
2471,2788,Elevated,5,Irritable Bowel Syndrome,286,Papillibacter
2472,2789,Elevated,5,Irritable Bowel Syndrome,80,Dialister
2473,2790,Elevated,5,Irritable Bowel Syndrome,33,Bifidobacterium
2474,2791,Elevated,5,Irritable Bowel Syndrome,236,Dorea
2475,2792,Elevated,5,Irritable Bowel Syndrome,214,Blautia
2476,2793,Elevated,5,Irritable Bowel Syndrome,755,Sporobacter
2477,2794,Elevated,5,Irritable Bowel Syndrome,135,Actinomyces
2478,2795,Elevated,5,Irritable Bowel Syndrome,63,Escherichia
2479,2796,Reduced,5,Irritable Bowel Syndrome,130,Odoribacter
2480,2797,Reduced,5,Irritable Bowel Syndrome,36,Bacteroides
2481,2798,Reduced,5,Irritable Bowel Syndrome,52,Alistipes
2482,2799,Reduced,4,Ulcerative Colitis,6,Faecalibacterium prausnitzii
2483,2800,Reduced,4,Ulcerative Colitis,603,Roseburia hominis
2484,2801,Elevated,4,Ulcerative Colitis,39,Bifidobacterium longum
2485,2802,Reduced,22,Colorectal cancer,151,Eubacterium ventriosum
2486,2803,Elevated,22,Colorectal cancer,23,Parvimonas micra
2487,2804,Elevated,22,Colorectal cancer,389,Bulleidia moorei
2488,2805,Elevated,22,Colorectal cancer,305,Fusobacterium nucleatum
2489,2806,Elevated,22,Colorectal cancer,566,Peptostreptococcus stomatis
2490,2807,Reduced,165,Primary biliary cholangitis,348,Bacteroidetes
2491,2808,Reduced,165,Primary biliary cholangitis,175,Sutterella
2492,2809,Reduced,165,Primary biliary cholangitis,237,Oscillospira
2493,2810,Reduced,165,Primary biliary cholangitis,65,Faecalibacterium
2494,2811,Elevated,165,Primary biliary cholangitis,247,Haemophilus
2495,2812,Elevated,165,Primary biliary cholangitis,35,Veillonella
2496,2813,Elevated,165,Primary biliary cholangitis,9,Clostridium
2497,2814,Elevated,165,Primary biliary cholangitis,1,Lactobacillus
2498,2815,Elevated,165,Primary biliary cholangitis,62,Streptococcus
2499,2816,Elevated,165,Primary biliary cholangitis,319,Pseudomonas
2500,2817,Elevated,165,Primary biliary cholangitis,330,Klebsiella
2501,2818,Elevated,165,Primary biliary cholangitis,232,Enterobacteriaceae
2502,2819,Reduced,154,Non alcoholic steatohepatitis,348,Bacteroidetes
2503,2820,Reduced,154,Non alcoholic steatohepatitis,188,Clostridium leptum
2504,2821,Elevated,23,Inflammatory Bowel Disease,756,Bradyrhizobiaceae
2505,2822,Elevated,23,Inflammatory Bowel Disease,232,Enterobacteriaceae
2506,2823,Elevated,23,Inflammatory Bowel Disease,668,Comamonadaceae
2507,2824,Elevated,23,Inflammatory Bowel Disease,407,Moraxellaceae
2508,2825,Reduced,3,Crohn's Disease,698,Clostridium coccoides group
2509,2826,Reduced,3,Crohn's Disease,188,Clostridium leptum
2510,2827,Elevated,4,Ulcerative Colitis,36,Bacteroides
2511,2828,Elevated,4,Ulcerative Colitis,1,Lactobacillus
2512,2829,Elevated,4,Ulcerative Colitis,51,Escherichia coli
2513,2830,Reduced,3,Crohn's Disease,139,Bacteriodes uniformis
2514,2831,Elevated,3,Crohn's Disease,279,Bacteroides ovatus
2515,2832,Elevated,3,Crohn's Disease,61,Bacteroides vulgatus
2516,2833,Reduced,36,Caries,226,Streptococcus sanguinis
2517,2834,Reduced,36,Caries,707,Lautropia mirabilis
2518,2835,Reduced,36,Caries,56,Haemophilus parainfluenzae
2519,2836,Reduced,36,Caries,682,Corynebacterium durum
2520,2837,Reduced,36,Caries,757,Actinomyces naeslundii
2521,2838,Reduced,36,Caries,622,Rothia aeria
2522,2839,Elevated,36,Caries,565,Leptotrichia wadei
2523,2840,Elevated,36,Caries,28,Streptococcus mutans
2524,2841,Elevated,36,Caries,758,Scardovia wiggsiae
2525,2842,Elevated,36,Caries,615,Parascardovia denticolens
2526,2843,Elevated,36,Caries,335,Lactobacillus salivarius
2527,2844,Elevated,36,Caries,346,Veillonella parvula
2528,2845,Elevated,36,Caries,401,Veillonella dispar
2529,2846,Elevated,156,Non-alcoholic fatty liver disease,55,Lachnospiraceae
2530,2847,Elevated,156,Non-alcoholic fatty liver disease,232,Enterobacteriaceae
2531,2848,Elevated,156,Non-alcoholic fatty liver disease,60,Erysipelotrichaceae
2532,2849,Elevated,156,Non-alcoholic fatty liver disease,259,Streptococcaceae
2533,2850,Elevated,156,Non-alcoholic fatty liver disease,214,Blautia
2534,2851,Reduced,156,Non-alcoholic fatty liver disease,44,Prevotella
2535,2852,Reduced,156,Non-alcoholic fatty liver disease,348,Bacteroidetes
2536,2853,Reduced,156,Non-alcoholic fatty liver disease,219,Ruminococcaceae
2537,2854,Reduced,27,Parkinson's Disease,214,Blautia
2538,2855,Reduced,27,Parkinson's Disease,65,Faecalibacterium
2539,2856,Reduced,27,Parkinson's Disease,132,Ruminococcus
2540,2857,Elevated,27,Parkinson's Disease,62,Streptococcus
2541,2858,Elevated,27,Parkinson's Disease,84,Proteus
2542,2859,Elevated,27,Parkinson's Disease,41,Enterococcus
2543,2861,Reduced,122,Constipation,629,Comamonas
2544,2862,Reduced,122,Constipation,130,Odoribacter
2545,2863,Reduced,122,Constipation,759,Delftia
2546,2864,Elevated,122,Constipation,307,Flavobacterium
2547,2865,Elevated,122,Constipation,760,Mycoplana
2548,2866,Reduced,35,Type 1 Diabetes,602,Roseburia faecis
2549,2867,Reduced,35,Type 1 Diabetes,761,Clostridium xylanovorans
2550,2868,Reduced,35,Type 1 Diabetes,762,Peptoniphilus gorbachii
2551,2869,Reduced,35,Type 1 Diabetes,763,Acetanaerobacterium elongatum
2552,2870,Reduced,35,Type 1 Diabetes,163,Bacteroides thetaiotaomicron
2553,2871,Elevated,35,Type 1 Diabetes,764,Bifidobacterium animalis
2554,2872,Elevated,35,Type 1 Diabetes,523,Lactobacillus acidophilus
2555,2873,Elevated,35,Type 1 Diabetes,201,Clostridium perfringens
2556,2874,Elevated,35,Type 1 Diabetes,36,Bacteroides
2557,2875,Elevated,35,Type 1 Diabetes,61,Bacteroides vulgatus
2558,2876,Elevated,35,Type 1 Diabetes,279,Bacteroides ovatus
2559,2877,Elevated,35,Type 1 Diabetes,240,Bacteroides fragilis
2560,2878,Reduced,27,Parkinson's Disease,236,Dorea
2561,2879,Reduced,27,Parkinson's Disease,65,Faecalibacterium
2562,2880,Reduced,27,Parkinson's Disease,608,Bacteroides massiliensis
2563,2881,Reduced,27,Parkinson's Disease,765,Stoquefichus massiliensis
2564,2882,Reduced,27,Parkinson's Disease,11,Bacteroides coprocola
2565,2883,Reduced,27,Parkinson's Disease,766,Blautia glucerasea
2566,2884,Reduced,27,Parkinson's Disease,515,Dorea longicatena
2567,2885,Reduced,27,Parkinson's Disease,767,Bacteroides dorei
2568,2886,Reduced,27,Parkinson's Disease,280,Bacteroides plebeius
2569,2887,Reduced,27,Parkinson's Disease,18,Prevotella copri
2570,2888,Reduced,27,Parkinson's Disease,288,Coprococcus eutactus
2571,2889,Reduced,27,Parkinson's Disease,75,Ruminococcus callidus
2572,2890,Elevated,27,Parkinson's Disease,237,Oscillospira
2573,2891,Elevated,27,Parkinson's Disease,33,Bifidobacterium
2574,2892,Elevated,27,Parkinson's Disease,140,Christensenella minuta
2575,2893,Elevated,27,Parkinson's Disease,769,Catabacter hongkongensis
2576,2894,Elevated,27,Parkinson's Disease,770,Lactobacillus mucosae
2577,2895,Elevated,27,Parkinson's Disease,76,Ruminococcus bromii
2578,2896,Elevated,27,Parkinson's Disease,771,Papillibacter cinnamivorans
2579,2902,Reduced,27,Parkinson's Disease,245,Kingella
2580,2907,Elevated,166,Amyotrophic lateral sclerosis,219,Ruminococcaceae
2581,2908,Reduced,167,Hashimoto's thyroiditis,33,Bifidobacterium
2582,2909,Reduced,167,Hashimoto's thyroiditis,1,Lactobacillus
2583,2910,Reduced,167,Hashimoto's thyroiditis,171,Veillonellaceae
2584,2911,Reduced,167,Hashimoto's thyroiditis,80,Dialister
2585,2912,Elevated,167,Hashimoto's thyroiditis,51,Escherichia coli
2586,2913,Reduced,167,Hashimoto's thyroiditis,750,Paraprevotella clara
2587,2914,Elevated,167,Hashimoto's thyroiditis,749,Megasphaera micronuciformis
2588,2930,Elevated,168,Cirrhosis with pneumonia,36,Bacteroides
2589,2931,Elevated,168,Cirrhosis with pneumonia,59,Eubacterium
2590,2932,Elevated,168,Cirrhosis with pneumonia,55,Lachnospiraceae
2591,2933,Elevated,168,Cirrhosis with pneumonia,248,Neisseria
2592,2934,Elevated,168,Cirrhosis with pneumonia,135,Actinomyces
2593,2935,Reduced,168,Cirrhosis with pneumonia,62,Streptococcus
2594,2936,Elevated,6,Cirrhosis,391,Bulleidia
2595,2943,Elevated,6,Cirrhosis,62,Streptococcus
2596,2944,Elevated,6,Cirrhosis,247,Haemophilus
2597,2945,Elevated,6,Cirrhosis,1,Lactobacillus
2598,2946,Elevated,6,Cirrhosis,494,Olsenella
2599,2947,Reduced,6,Cirrhosis,291,Campylobacter
2600,2948,Reduced,6,Cirrhosis,135,Actinomyces
2601,2949,Elevated,168,Cirrhosis with pneumonia,36,Bacteroides
2602,2953,Elevated,168,Cirrhosis with pneumonia,248,Neisseria
2603,2954,Elevated,168,Cirrhosis with pneumonia,135,Actinomyces
2604,2955,Reduced,168,Cirrhosis with pneumonia,62,Streptococcus
2605,2956,Elevated,96,Crohn's Disease,240,Bacteroides fragilis
2606,2957,Elevated,96,Crohn's Disease,44,Prevotella
2607,2960,Reduced,96,Crohn's Disease,698,Clostridium coccoides group
2608,2961,Elevated,4,Ulcerative Colitis,44,Prevotella
2609,2962,Elevated,4,Ulcerative Colitis,240,Bacteroides fragilis
2610,2963,Reduced,4,Ulcerative Colitis,8,Eubacterium rectale
2611,2964,Reduced,4,Ulcerative Colitis,698,Clostridium coccoides group
2612,2965,Reduced,96,Crohn's Disease,8,Eubacterium rectale
2613,2966,Reduced,96,Crohn's Disease,188,Clostridium leptum
2614,2967,Reduced,96,Crohn's Disease,6,Faecalibacterium prausnitzii
2615,2968,Reduced,4,Ulcerative Colitis,188,Clostridium leptum
2616,2969,Reduced,4,Ulcerative Colitis,6,Faecalibacterium prausnitzii
2617,2970,Reduced,42,Ankylosing spondylitis,42,Enterobacter
2618,2971,Reduced,42,Ankylosing spondylitis,68,Citrobacter
2619,2972,Reduced,42,Ankylosing spondylitis,77,Fusobacterium
2620,2973,Reduced,42,Ankylosing spondylitis,330,Klebsiella
2621,2974,Reduced,42,Ankylosing spondylitis,130,Odoribacter
2622,2975,Reduced,42,Ankylosing spondylitis,414,Butyrivibrio
2623,2976,Reduced,42,Ankylosing spondylitis,59,Eubacterium
2624,2977,Reduced,42,Ankylosing spondylitis,291,Campylobacter
2625,2978,Reduced,42,Ankylosing spondylitis,14,Roseburia
2626,2979,Reduced,42,Ankylosing spondylitis,41,Enterococcus
2627,2980,Reduced,42,Ankylosing spondylitis,53,Parabacteroides
2628,2981,Reduced,42,Ankylosing spondylitis,9,Clostridium
2629,2982,Elevated,42,Ankylosing spondylitis,248,Neisseria
2630,2983,Elevated,42,Ankylosing spondylitis,33,Bifidobacterium
2631,2984,Elevated,42,Ankylosing spondylitis,185,Collinsella
2632,2985,Elevated,42,Ankylosing spondylitis,244,Rothia
2633,2986,Elevated,42,Ankylosing spondylitis,135,Actinomyces
2634,2987,Elevated,42,Ankylosing spondylitis,250,Corynebacterium
2635,2988,Elevated,42,Ankylosing spondylitis,412,Eggerthella
2636,2989,Elevated,42,Ankylosing spondylitis,175,Sutterella
2637,2990,Elevated,42,Ankylosing spondylitis,216,Megamonas
2638,2991,Elevated,42,Ankylosing spondylitis,65,Faecalibacterium
2639,2992,Elevated,42,Ankylosing spondylitis,453,Megasphaera
2640,2993,Elevated,42,Ankylosing spondylitis,44,Prevotella
2641,2994,Elevated,169,Hepatitis C,317,Acinetobacter
2642,2995,Elevated,169,Hepatitis C,44,Prevotella
2643,2996,Elevated,169,Hepatitis C,35,Veillonella
2644,2997,Elevated,169,Hepatitis C,217,Phascolarctobacterium
2645,2998,Reduced,169,Hepatitis C,132,Ruminococcus
2646,2999,Reduced,169,Hepatitis C,53,Parabacteroides
2647,3000,Reduced,169,Hepatitis C,772,Butiricimonas
2648,3001,Elevated,34,Atherosclerosis,51,Escherichia coli
2649,3002,Elevated,34,Atherosclerosis,330,Klebsiella
2650,3003,Elevated,34,Atherosclerosis,773,Enterobacter aerogenes
2651,3004,Elevated,34,Atherosclerosis,62,Streptococcus
2652,3005,Elevated,34,Atherosclerosis,335,Lactobacillus salivarius
2653,3006,Elevated,34,Atherosclerosis,389,Bulleidia moorei
2654,3007,Elevated,34,Atherosclerosis,774,Atopobium parvulum
2655,3008,Elevated,34,Atherosclerosis,20,Ruminococcus gnavus
2656,3009,Elevated,34,Atherosclerosis,4,Eggerthella lenta
2657,3010,Reduced,34,Atherosclerosis,57,Roseburia intestinalis
2658,3011,Reduced,34,Atherosclerosis,6,Faecalibacterium prausnitzii
2659,3012,Reduced,34,Atherosclerosis,36,Bacteroides
2660,3013,Reduced,34,Atherosclerosis,18,Prevotella copri
2661,3014,Reduced,34,Atherosclerosis,142,Alistipes shahii
2662,3015,Elevated,64,Periodontal disease,304,Porphyromonas gingivalis
2663,3016,Elevated,64,Periodontal disease,359,Tanerella forsythia
2664,3017,Elevated,64,Periodontal disease,23,Parvimonas micra
2665,3018,Elevated,64,Periodontal disease,347,Filifactor alocis
2666,3019,Elevated,36,Caries,28,Streptococcus mutans
2667,3020,Elevated,36,Caries,1,Lactobacillus
2668,3021,Elevated,142,Chronic kidney disease,36,Bacteroides
2669,3022,Elevated,142,Chronic kidney disease,53,Parabacteroides
2670,3023,Elevated,142,Chronic kidney disease,272,Parasporobacterium
2671,3024,Elevated,142,Chronic kidney disease,287,Marvinbryantia
2672,3025,Elevated,142,Chronic kidney disease,624,Deltaproteobacteria
2673,3027,Elevated,142,Chronic kidney disease,124,Anaerotruncus
2674,3028,Elevated,142,Chronic kidney disease,325,Paraprevotella
2675,3029,Elevated,142,Chronic kidney disease,775,Cloacibacillus
2676,3030,Reduced,142,Chronic kidney disease,431,Oribacterium
2677,3031,Reduced,142,Chronic kidney disease,86,Hallella
2678,3032,Reduced,142,Chronic kidney disease,263,Catenibacterium
2679,3033,Reduced,142,Chronic kidney disease,776,Butyricicoccus
2680,3034,Reduced,142,Chronic kidney disease,403,Barnesiella
2681,3035,Reduced,142,Chronic kidney disease,555,Alcaligenaceae
2682,3036,Reduced,142,Chronic kidney disease,218,Parasutterella
2683,3037,Reduced,142,Chronic kidney disease,319,Pseudomonas
2684,3038,Reduced,142,Chronic kidney disease,236,Dorea
2685,3039,Reduced,142,Chronic kidney disease,128,Coprococcus
2686,3040,Reduced,142,Chronic kidney disease,400,Pseudomonadales
2687,3041,Reduced,142,Chronic kidney disease,80,Dialister
2688,3042,Reduced,142,Chronic kidney disease,252,Pasteurellaceae
2689,3043,Reduced,142,Chronic kidney disease,9,Clostridium
2690,3044,Reduced,142,Chronic kidney disease,332,Slackia
2691,3045,Reduced,142,Chronic kidney disease,14,Roseburia
2692,3046,Reduced,142,Chronic kidney disease,65,Faecalibacterium
2693,3047,Reduced,142,Chronic kidney disease,644,anaerobacter
2694,3048,Reduced,142,Chronic kidney disease,44,Prevotella
2695,3049,Reduced,142,Chronic kidney disease,51,Escherichia coli
2696,3050,Reduced,142,Chronic kidney disease,33,Bifidobacterium
2697,3051,Reduced,142,Chronic kidney disease,240,Bacteroides fragilis
2698,3052,Reduced,142,Chronic kidney disease,41,Enterococcus
2699,3053,Reduced,142,Chronic kidney disease,698,Clostridium coccoides group
2700,3054,Reduced,142,Chronic kidney disease,6,Faecalibacterium prausnitzii
2701,3055,Reduced,142,Chronic kidney disease,14,Roseburia
2702,3056,Reduced,142,Chronic kidney disease,44,Prevotella
2703,3057,Elevated,29,Cirrhosis,232,Enterobacteriaceae
2704,3058,Elevated,29,Cirrhosis,41,Enterococcus
2705,3059,Elevated,3,Crohn's Disease,51,Escherichia coli
2706,3060,Reduced,4,Ulcerative Colitis,370,Clostridium cluster IV
2707,3061,Reduced,4,Ulcerative Colitis,36,Bacteroides
2708,3062,Elevated,4,Ulcerative Colitis,512,Lactobacillales	
2709,3063,Reduced,3,Crohn's Disease,370,Clostridium cluster IV
2710,3064,Reduced,3,Crohn's Disease,36,Bacteroides
2711,3065,Elevated,3,Crohn's Disease,418,Clostridium cluster XIVa
2712,3066,Elevated,3,Crohn's Disease,512,Lactobacillales	
2713,3067,Reduced,3,Crohn's Disease,65,Faecalibacterium
2714,3068,Reduced,4,Ulcerative Colitis,418,Clostridium cluster XIVa
2715,3069,Reduced,4,Ulcerative Colitis,188,Clostridium leptum
2716,3070,Reduced,4,Ulcerative Colitis,240,Bacteroides fragilis
2717,3071,Reduced,4,Ulcerative Colitis,777,Fusicatenibacter saccharivorans
2718,3072,Reduced,4,Ulcerative Colitis,214,Blautia
2719,3073,Reduced,4,Ulcerative Colitis,295,Dorea formicigenerans
2720,3074,Reduced,4,Ulcerative Colitis,778,Clostridium oroticum
2721,3075,Reduced,4,Ulcerative Colitis,20,Ruminococcus gnavus
2722,3076,Reduced,4,Ulcerative Colitis,48,Clostridium hathewayi
2723,3077,Reduced,28,Alzheimer's Disease,33,Bifidobacterium
2724,3078,Reduced,28,Alzheimer's Disease,80,Dialister
2725,3079,Reduced,28,Alzheimer's Disease,9,Clostridium
2726,3080,Reduced,28,Alzheimer's Disease,134,Turicibacter
2727,3081,Reduced,28,Alzheimer's Disease,779,Adlercreutzia
2728,3082,Elevated,28,Alzheimer's Disease,214,Blautia
2729,3083,Elevated,28,Alzheimer's Disease,36,Bacteroides
2730,3084,Elevated,28,Alzheimer's Disease,52,Alistipes
2731,3085,Elevated,28,Alzheimer's Disease,217,Phascolarctobacterium
2732,3086,Elevated,28,Alzheimer's Disease,560,Bilophila
2733,3087,Elevated,28,Alzheimer's Disease,249,Gemella
2734,3088,Elevated,170,Functional dyspepsia,36,Bacteroides
2735,3089,Elevated,170,Functional dyspepsia,781,Prevotella jejuni
2736,3090,Elevated,170,Functional dyspepsia,767,Bacteroides dorei
2737,3091,Elevated,170,Functional dyspepsia,139,Bacteriodes uniformis
2738,3092,Elevated,170,Functional dyspepsia,74,Shigella
2739,3093,Elevated,170,Functional dyspepsia,19,Megamonas funiformis
2740,3094,Elevated,170,Functional dyspepsia,39,Bifidobacterium longum
2741,3096,Reduced,170,Functional dyspepsia,782,Edaphobacter aggregans
2742,3097,Reduced,5,Irritable Bowel Syndrome,33,Bifidobacterium
2743,3098,Reduced,5,Irritable Bowel Syndrome,1,Lactobacillus
2744,3099,Elevated,5,Irritable Bowel Syndrome,232,Enterobacteriaceae
2745,3100,Reduced,171,Liver transplant,33,Bifidobacterium
2746,3101,Reduced,171,Liver transplant,6,Faecalibacterium prausnitzii
2747,3102,Reduced,171,Liver transplant,1,Lactobacillus
2748,3103,Elevated,171,Liver transplant,232,Enterobacteriaceae
2749,3104,Elevated,171,Liver transplant,41,Enterococcus
2750,3105,Elevated,173,Non-alcoholic fatty liver disease,36,Bacteroides
2751,3106,Reduced,173,Non-alcoholic fatty liver disease,44,Prevotella
2752,3107,Reduced,173,Non-alcoholic fatty liver disease,60,Erysipelotrichaceae
2753,3108,Elevated,173,Non-alcoholic fatty liver disease,132,Ruminococcus
2754,3109,Elevated,156,Non-alcoholic fatty liver disease,783,Bradyrhizobium
2755,3110,Elevated,156,Non-alcoholic fatty liver disease,331,Anaerococcus
2756,3111,Elevated,156,Non-alcoholic fatty liver disease,465,Peptoniphilus
2757,3112,Elevated,156,Non-alcoholic fatty liver disease,482,Propionibacterium acnes
2758,3113,Elevated,156,Non-alcoholic fatty liver disease,236,Dorea
2759,3114,Elevated,156,Non-alcoholic fatty liver disease,132,Ruminococcus
2760,3115,Reduced,156,Non-alcoholic fatty liver disease,237,Oscillospira
2761,3116,Reduced,156,Non-alcoholic fatty liver disease,377,Rikenellaceae
2762,3117,Reduced,154,Non alcoholic steatohepatitis,237,Oscillospira
2763,3118,Elevated,154,Non alcoholic steatohepatitis,132,Ruminococcus
2764,3119,Elevated,154,Non alcoholic steatohepatitis,214,Blautia
2765,3120,Elevated,154,Non alcoholic steatohepatitis,236,Dorea
2766,3121,Elevated,174,Schizophrenia,334,Lactobacillus gasseri
2767,3122,Elevated,174,Schizophrenia,393,Catenibacterium mitsuokai
2768,3123,Elevated,174,Schizophrenia,784,Eubacterium hallii
2769,3124,Elevated,174,Schizophrenia,335,Lactobacillus salivarius
2770,3125,Elevated,174,Schizophrenia,785,Bifidobacterium pseudocatenulatum
2771,3126,Elevated,174,Schizophrenia,352,Streptococcus gordonii
2772,3127,Elevated,174,Schizophrenia,5,Streptococcus thermophiles
2773,3128,Elevated,174,Schizophrenia,111,Bifidobacterium breve
2774,3129,Reduced,14,Cystic Fibrosis,6,Faecalibacterium prausnitzii
2775,3130,Reduced,14,Cystic Fibrosis,786,Collinsella aerofaciens
2776,3131,Reduced,14,Cystic Fibrosis,38,Bifidobacterium catenulatum
2777,3132,Reduced,14,Cystic Fibrosis,22,Bifidobacterium adolescentis
2778,3134,Reduced,14,Cystic Fibrosis,787,Blautia luti
2779,3135,Elevated,14,Cystic Fibrosis,51,Escherichia coli
2780,3136,Reduced,14,Cystic Fibrosis,8,Eubacterium rectale
2781,3137,Reduced,14,Cystic Fibrosis,14,Roseburia
2782,3138,Reduced,14,Cystic Fibrosis,766,Blautia glucerasea
2783,3139,Reduced,14,Cystic Fibrosis,20,Ruminococcus gnavus
2784,3140,Reduced,14,Cystic Fibrosis,515,Dorea longicatena
2785,3141,Reduced,14,Cystic Fibrosis,21,Dialister invisus
2786,3142,Reduced,14,Cystic Fibrosis,22,Bifidobacterium adolescentis
2787,3143,Reduced,14,Cystic Fibrosis,33,Bifidobacterium
2788,3144,Reduced,14,Cystic Fibrosis,786,Collinsella aerofaciens
2789,3145,Reduced,14,Cystic Fibrosis,6,Faecalibacterium prausnitzii
2790,3146,Reduced,14,Cystic Fibrosis,8,Eubacterium rectale
2791,3147,Reduced,14,Cystic Fibrosis,214,Blautia
2792,3148,Elevated,5,Irritable Bowel Syndrome,317,Acinetobacter
2793,3149,Elevated,5,Irritable Bowel Syndrome,224,Butyricimonas
2794,3150,Elevated,5,Irritable Bowel Syndrome,557,Leuconostoc
2795,3151,Elevated,5,Irritable Bowel Syndrome,130,Odoribacter
2796,3152,Reduced,5,Irritable Bowel Syndrome,2,Desulfovibrio
2797,3153,Reduced,5,Irritable Bowel Syndrome,431,Oribacterium
2798,3154,Reduced,5,Irritable Bowel Syndrome,311,Brevundimonas
2799,3155,Reduced,5,Irritable Bowel Syndrome,776,Butyricicoccus
2800,3156,Elevated,5,Irritable Bowel Syndrome,52,Alistipes
2801,3157,Elevated,5,Irritable Bowel Syndrome,224,Butyricimonas
2802,3158,Elevated,5,Irritable Bowel Syndrome,36,Bacteroides
2803,3159,Reduced,5,Irritable Bowel Syndrome,128,Coprococcus
2804,3160,Reduced,5,Irritable Bowel Syndrome,59,Eubacterium
2805,3161,Reduced,5,Irritable Bowel Syndrome,77,Fusobacterium
2806,3162,Reduced,5,Irritable Bowel Syndrome,247,Haemophilus
2807,3163,Reduced,5,Irritable Bowel Syndrome,248,Neisseria
2808,3164,Reduced,5,Irritable Bowel Syndrome,130,Odoribacter
2809,3165,Reduced,5,Irritable Bowel Syndrome,62,Streptococcus
2810,3166,Reduced,5,Irritable Bowel Syndrome,35,Veillonella
2811,3167,Elevated,88,Hypertension,330,Klebsiella
2812,3168,Elevated,88,Hypertension,9,Clostridium
2813,3169,Elevated,88,Hypertension,62,Streptococcus
2814,3170,Elevated,88,Hypertension,53,Parabacteroides
2815,3171,Elevated,88,Hypertension,412,Eggerthella
2816,3172,Elevated,88,Hypertension,411,Salmonella
2817,3173,Reduced,88,Hypertension,65,Faecalibacterium
2818,3174,Reduced,88,Hypertension,14,Roseburia
2819,3175,Reduced,88,Hypertension,527,Synergistetes
2820,3176,Reduced,175,Atrophic gastritis,24,Prevotella melaninogenica
2821,3177,Reduced,175,Atrophic gastritis,516,Prevotella pallens
2822,3178,Reduced,175,Atrophic gastritis,283,Prevotella tannerae
2823,3179,Reduced,175,Atrophic gastritis,355,Prevotella intermedia
2824,3180,Reduced,175,Atrophic gastritis,356,Prevotella nigrescens
2825,3181,Reduced,175,Atrophic gastritis,18,Prevotella copri
2826,3188,Elevated,3,Crohn's Disease,456,Gardnerella vaginalis
2827,3189,Elevated,4,Ulcerative Colitis,456,Gardnerella vaginalis
2828,3190,Reduced,59,Bacterial vaginosis,388,Lactobacillus crispatus
2829,3191,Reduced,59,Bacterial vaginosis,334,Lactobacillus gasseri
2830,3192,Reduced,59,Bacterial vaginosis,474,Lactobacillus jensenii
2831,3193,Reduced,59,Bacterial vaginosis,388,Lactobacillus crispatus
2832,3196,Elevated,59,Bacterial vaginosis,321,Atopobium
2833,3197,Elevated,59,Bacterial vaginosis,44,Prevotella
2834,3198,Elevated,59,Bacterial vaginosis,788,Mycoplasma hominis
2835,3199,Elevated,59,Bacterial vaginosis,35,Veillonella
2836,3200,Elevated,59,Bacterial vaginosis,81,Mobiluncus
2837,3201,Reduced,59,Bacterial vaginosis,387,Lactobacillus iners
2838,3202,Reduced,59,Bacterial vaginosis,388,Lactobacillus crispatus
2839,3203,Reduced,59,Bacterial vaginosis,474,Lactobacillus jensenii
2840,3204,Elevated,59,Bacterial vaginosis,456,Gardnerella vaginalis
2841,3205,Elevated,59,Bacterial vaginosis,321,Atopobium
2842,3206,Elevated,59,Bacterial vaginosis,412,Eggerthella
2843,3207,Elevated,59,Bacterial vaginosis,461,Sneathia
2844,3208,Elevated,59,Bacterial vaginosis,44,Prevotella
2845,3209,Reduced,177,Cervicitis,387,Lactobacillus iners
2846,3210,Reduced,177,Cervicitis,388,Lactobacillus crispatus
2847,3211,Reduced,177,Cervicitis,474,Lactobacillus jensenii
2848,3212,Elevated,177,Cervicitis,412,Eggerthella
2849,3213,Elevated,177,Cervicitis,44,Prevotella
