,MeSH Symptom Term,MeSH Disease Term,PubMed occurrence,TFIDF score
118187,Constipation,Crohn Disease,10.0,15.93915493526559
119445,Diarrhea,Crohn Disease,228.0,210.4868938867668
120552,"Diarrhea, Infantile",Crohn Disease,2.0,4.562490644041182
121009,Dyspepsia,Crohn Disease,5.0,10.410260996933143
121470,Eructation,Crohn Disease,1.0,3.977905559657317
121578,Flatulence,Crohn Disease,2.0,6.275734518565836
121856,Halitosis,Crohn Disease,1.0,3.241407938223758
122034,Heartburn,Crohn Disease,1.0,3.176869417086187
122611,Bulimia,Crohn Disease,2.0,5.527714206685279
123342,Nausea,Crohn Disease,24.0,27.330073779939354
124928,Vomiting,Crohn Disease,22.0,18.557278639358525
126187,Hematemesis,Crohn Disease,1.0,2.0858617278032967
128735,Apnea,Crohn Disease,1.0,1.8765539083417369
129752,Cough,Crohn Disease,7.0,9.203104057674327
131048,Dyspnea,Crohn Disease,11.0,11.057438496935788
135191,Respiratory Sounds,Crohn Disease,1.0,1.6392693282712694
136388,Skin Manifestations,Crohn Disease,21.0,12.859501580132708
137785,Jaundice,Crohn Disease,7.0,10.18298239666575
138510,"Jaundice, Obstructive",Crohn Disease,1.0,2.4980286321774794
140218,Purpura,Crohn Disease,3.0,3.189655817787401
141133,"Purpura, Schoenlein-Henoch",Crohn Disease,8.0,15.985715365956326
141720,"Purpura, Thrombocytopenic",Crohn Disease,1.0,1.4149055205518302
142317,"Purpura, Thrombocytopenic, Idiopathic",Crohn Disease,12.0,23.206733459483782
142891,"Purpura, Thrombotic Thrombocytopenic",Crohn Disease,2.0,4.368077216179395
143348,Dysuria,Crohn Disease,1.0,3.836493905607489
144663,Proteinuria,Crohn Disease,6.0,7.493866641201311
145497,Albuminuria,Crohn Disease,5.0,10.32543332614166
145966,Hemoglobinuria,Crohn Disease,1.0,2.8835216070987286
146514,Urinary Incontinence,Crohn Disease,1.0,1.6175293416348633
834,Fever,"Vaginosis, Bacterial",1.0,0.6189376322832968
4549,Body Weight,"Vaginosis, Bacterial",1.0,0.342987847144765
6805,Birth Weight,"Vaginosis, Bacterial",7.0,9.8499166010329
11589,Obesity,"Vaginosis, Bacterial",1.0,0.8325536516356681
75480,Quadriplegia,"Vaginosis, Bacterial",1.0,1.3691396694936402
107785,Abdominal Pain,"Vaginosis, Bacterial",1.0,0.8484836781474079
109360,"Abdomen, Acute","Vaginosis, Bacterial",1.0,1.4376001304795285
118874,Diarrhea,"Vaginosis, Bacterial",1.0,0.9231881310823103
122897,Nausea,"Vaginosis, Bacterial",2.0,2.27750614832828
138897,Pruritus,"Vaginosis, Bacterial",1.0,1.4659421084818036
28,"Aging, Premature",Colitis,1.0,3.464551489537968
1548,Fever,Colitis,19.0,11.75981501338264
3306,Fever of Unknown Origin,Colitis,3.0,4.419464750013133
3962,Hypothermia,Colitis,2.0,3.8908724307943054
5290,Body Weight,Colitis,146.0,50.07622568313569
8227,Weight Gain,Colitis,17.0,25.273725591492887
9410,Weight Loss,Colitis,51.0,51.0027392804399
10727,Cachexia,Colitis,1.0,1.9947240158047723
12049,Obesity,Colitis,7.0,5.827875561449677
16545,Edema,Colitis,15.0,8.93817141154323
18765,Eye Manifestations,Colitis,2.0,3.015753947790992
22659,Hypergammaglobulinemia,Colitis,1.0,1.6791251637069355
24406,Neurologic Manifestations,Colitis,4.0,0.2797656527013375
25881,Dyskinesias,Colitis,1.0,0.7479520787085234
38669,Dysarthria,Colitis,1.0,2.0265851178737564
40412,Confusion,Colitis,1.0,1.508948211276995
41066,Delirium,Colitis,1.0,2.083955149532715
42268,Unconsciousness,Colitis,1.0,0.9279728292056466
47498,Mental Retardation,Colitis,1.0,0.9054466840727144
50016,Hallucinations,Colitis,1.0,1.7232881843244452
55282,Muscle Weakness,Colitis,1.0,0.992991081702862
56629,Muscular Atrophy,Colitis,1.0,1.460821769593828
60321,Pain,Colitis,40.0,13.175468345229604
62413,Back Pain,Colitis,2.0,2.2938570383587638
63428,Low Back Pain,Colitis,1.0,1.5904210228767852
67155,Neuralgia,Colitis,1.0,1.5383141060813592
68762,"Pain, Referred",Colitis,2.0,8.00709598054131
69385,Paralysis,Colitis,4.0,1.9378855099313932
71457,Gastroparesis,Colitis,3.0,9.892492214624404
74516,Paraplegia,Colitis,1.0,1.2774792836657665
79199,Psychophysiologic Disorders,Colitis,11.0,16.30756197568826
81285,"Reflex, Abnormal",Colitis,1.0,1.4071309430047
82719,Seizures,Colitis,4.0,3.380667702085656
84178,Sensation Disorders,Colitis,1.0,0.3433219042716396
88015,Deafness,Colitis,3.0,3.685581489186784
90485,"Hearing Loss, Sensorineural",Colitis,1.0,1.2148558604642947
93346,Somatosensory Disorders,Colitis,1.0,1.0455310699864064
93733,Hyperalgesia,Colitis,20.0,47.88220155673109
95406,Paresthesia,Colitis,1.0,1.358018146149779
98402,Amblyopia,Colitis,1.0,2.5635282297946014
99099,Blindness,Colitis,1.0,1.0981383550099495
103998,Sleep Deprivation,Colitis,1.0,2.575912288994323
108333,Abdominal Pain,Colitis,57.0,48.36356965440225
109702,"Abdomen, Acute",Colitis,43.0,61.81680561061973
110466,Colic,Colitis,2.0,4.26949463274564
111148,Arthralgia,Colitis,1.0,1.4773000003262131
113223,Angina Pectoris,Colitis,1.0,1.4526833726908572
116497,Pelvic Pain,Colitis,2.0,4.082156250352647
117482,Anorexia,Colitis,5.0,9.12630306977093
118176,Constipation,Colitis,35.0,55.78704227342956
119425,Diarrhea,Colitis,519.0,479.13464003171913
120544,"Diarrhea, Infantile",Colitis,9.0,20.53120789818532
120998,Dyspepsia,Colitis,4.0,8.328208797546516
121572,Flatulence,Colitis,1.0,3.1378672592829178
123334,Nausea,Colitis,1.0,1.1387530741641398
124915,Vomiting,Colitis,3.0,2.5305379962761627
127223,Anoxia,Colitis,4.0,4.0079542868298805
129748,Cough,Colitis,2.0,2.6294583021926647
131045,Dyspnea,Colitis,1.0,1.005221681539617
132428,Hemoptysis,Colitis,1.0,1.6970743635369168
136384,Skin Manifestations,Colitis,4.0,2.44942887240623
139234,Pruritus,Colitis,2.0,2.9318842169636072
141124,"Purpura, Schoenlein-Henoch",Colitis,2.0,3.9964288414890814
141717,"Purpura, Thrombocytopenic",Colitis,1.0,1.4149055205518302
142886,"Purpura, Thrombotic Thrombocytopenic",Colitis,9.0,19.65634747280728
146148,"Urinary Bladder, Overactive",Colitis,1.0,3.543332367391082
320,Asthenia,"Colitis, Ulcerative",1.0,2.0632192510535368
1550,Fever,"Colitis, Ulcerative",20.0,12.378752645665935
3308,Fever of Unknown Origin,"Colitis, Ulcerative",4.0,5.892619666684177
5291,Body Weight,"Colitis, Ulcerative",62.0,21.265246522975428
7033,Birth Weight,"Colitis, Ulcerative",4.0,5.6285237720188
8228,Weight Gain,"Colitis, Ulcerative",3.0,4.460069222028157
9412,Weight Loss,"Colitis, Ulcerative",15.0,15.000805670717618
12051,Obesity,"Colitis, Ulcerative",7.0,5.827875561449677
13456,"Obesity, Morbid","Colitis, Ulcerative",3.0,5.25881985712368
14067,Thinness,"Colitis, Ulcerative",1.0,2.670599609856057
16546,Edema,"Colitis, Ulcerative",12.0,7.150537129234585
18766,Eye Manifestations,"Colitis, Ulcerative",9.0,13.570892765059464
19332,Eye Hemorrhage,"Colitis, Ulcerative",1.0,2.7526420325225
20026,Fatigue,"Colitis, Ulcerative",1.0,1.1380131555214292
20963,Mental Fatigue,"Colitis, Ulcerative",2.0,7.170358954653166
21575,Flushing,"Colitis, Ulcerative",2.0,5.2280242704531865
22660,Hypergammaglobulinemia,"Colitis, Ulcerative",3.0,5.037375491120807
23684,Mobility Limitation,"Colitis, Ulcerative",1.0,2.76385710334264
24407,Neurologic Manifestations,"Colitis, Ulcerative",3.0,0.2098242395260031
26464,Ataxia,"Colitis, Ulcerative",1.0,1.2196597127769402
28746,Chorea,"Colitis, Ulcerative",1.0,1.992983371326988
31775,Psychomotor Agitation,"Colitis, Ulcerative",1.0,2.2425601797093533
37462,Aphasia,"Colitis, Ulcerative",1.0,1.810661814533033
37962,"Aphasia, Broca","Colitis, Ulcerative",1.0,3.110911449294389
43126,Coma,"Colitis, Ulcerative",2.0,2.624169625686484
44413,Syncope,"Colitis, Ulcerative",1.0,1.4908914275297522
45603,Memory Disorders,"Colitis, Ulcerative",1.0,1.4679976076638996
47499,Mental Retardation,"Colitis, Ulcerative",3.0,2.716340052218143
52197,Muscle Cramp,"Colitis, Ulcerative",1.0,2.2425601797093533
55283,Muscle Weakness,"Colitis, Ulcerative",2.0,1.985982163405724
56630,Muscular Atrophy,"Colitis, Ulcerative",2.0,2.9216435391876563
57453,Myotonia,"Colitis, Ulcerative",1.0,3.0540485873998464
57800,Spasm,"Colitis, Ulcerative",2.0,2.734554943125151
60323,Pain,"Colitis, Ulcerative",31.0,10.210987967552944
62414,Back Pain,"Colitis, Ulcerative",5.0,5.734642595896908
63430,Low Back Pain,"Colitis, Ulcerative",1.0,1.5904210228767852
65159,Headache,"Colitis, Ulcerative",17.0,15.03759233010214
66555,Neck Pain,"Colitis, Ulcerative",1.0,1.9587920065787088
67897,Sciatica,"Colitis, Ulcerative",2.0,4.338818596147477
69386,Paralysis,"Colitis, Ulcerative",1.0,0.4844713774828483
71933,Hemiplegia,"Colitis, Ulcerative",2.0,2.589264725784032
73092,Ophthalmoplegia,"Colitis, Ulcerative",1.0,1.3298472691830825
74517,Paraplegia,"Colitis, Ulcerative",1.0,1.2774792836657665
77770,Paresis,"Colitis, Ulcerative",1.0,1.2877357838329555
79200,Psychophysiologic Disorders,"Colitis, Ulcerative",123.0,182.3481930008778
81286,"Reflex, Abnormal","Colitis, Ulcerative",1.0,1.4071309430047
82721,Seizures,"Colitis, Ulcerative",8.0,6.761335404171311
85119,Dizziness,"Colitis, Ulcerative",3.0,4.027414267234437
86160,Hearing Disorders,"Colitis, Ulcerative",1.0,0.7350165749565932
87092,Hearing Loss,"Colitis, Ulcerative",1.0,0.8035505446228293
88016,Deafness,"Colitis, Ulcerative",6.0,7.371162978373567
90486,"Hearing Loss, Sensorineural","Colitis, Ulcerative",14.0,17.007982046500125
92446,Tinnitus,"Colitis, Ulcerative",1.0,1.974033622547326
92947,Olfaction Disorders,"Colitis, Ulcerative",1.0,2.2882302165425417
93734,Hyperalgesia,"Colitis, Ulcerative",1.0,2.3941100778365545
95407,Paresthesia,"Colitis, Ulcerative",1.0,1.358018146149779
97201,Vision Disorders,"Colitis, Ulcerative",5.0,3.3174471593395456
99100,Blindness,"Colitis, Ulcerative",1.0,1.0981383550099495
100973,Diplopia,"Colitis, Ulcerative",1.0,1.6441652988834758
102335,Scotoma,"Colitis, Ulcerative",1.0,2.3812066730006465
103279,Sleep Disorders,"Colitis, Ulcerative",1.0,1.4929989098693168
105052,Vertigo,"Colitis, Ulcerative",2.0,3.192503886375157
107078,Oral Manifestations,"Colitis, Ulcerative",3.0,5.597328848543723
108338,Abdominal Pain,"Colitis, Ulcerative",34.0,28.84844505701187
109704,"Abdomen, Acute","Colitis, Ulcerative",7.0,10.0632009133567
110467,Colic,"Colitis, Ulcerative",3.0,6.404241949118459
111149,Arthralgia,"Colitis, Ulcerative",11.0,16.250300003588343
111804,Shoulder Pain,"Colitis, Ulcerative",1.0,2.420427386153928
112376,Chest Pain,"Colitis, Ulcerative",4.0,4.39824332142597
113224,Angina Pectoris,"Colitis, Ulcerative",3.0,4.358050118072572
114272,"Angina, Unstable","Colitis, Ulcerative",1.0,2.2425601797093533
114865,Earache,"Colitis, Ulcerative",1.0,2.8179243246129158
115753,"Pain, Postoperative","Colitis, Ulcerative",1.0,1.6778553222664596
116498,Pelvic Pain,"Colitis, Ulcerative",1.0,2.0410781251763237
116799,Dysmenorrhea,"Colitis, Ulcerative",2.0,5.520209507448178
117149,Aerophagy,"Colitis, Ulcerative",1.0,4.070687293108283
117483,Anorexia,"Colitis, Ulcerative",1.0,1.8252606139541865
118178,Constipation,"Colitis, Ulcerative",18.0,28.69047888347806
119430,Diarrhea,"Colitis, Ulcerative",214.0,197.56226005161443
120545,"Diarrhea, Infantile","Colitis, Ulcerative",3.0,6.8437359660617725
120999,Dyspepsia,"Colitis, Ulcerative",7.0,14.574365395706405
121364,Encopresis,"Colitis, Ulcerative",1.0,3.804058629854335
121573,Flatulence,"Colitis, Ulcerative",2.0,6.275734518565836
123335,Nausea,"Colitis, Ulcerative",17.0,19.358802260790377
124917,Vomiting,"Colitis, Ulcerative",13.0,10.965664650530035
127224,Anoxia,"Colitis, Ulcerative",1.0,1.00198857170747
129749,Cough,"Colitis, Ulcerative",4.0,5.2589166043853295
131046,Dyspnea,"Colitis, Ulcerative",9.0,9.046995133856552
135188,Respiratory Sounds,"Colitis, Ulcerative",1.0,1.6392693282712694
136385,Skin Manifestations,"Colitis, Ulcerative",12.0,7.34828661721869
137132,Ecchymosis,"Colitis, Ulcerative",1.0,2.2999812330780607
137780,Jaundice,"Colitis, Ulcerative",7.0,10.18298239666575
139235,Pruritus,"Colitis, Ulcerative",5.0,7.329710542409018
140214,Purpura,"Colitis, Ulcerative",7.0,7.442530241503936
140856,"Purpura, Hyperglobulinemic","Colitis, Ulcerative",3.0,11.023573732987298
141125,"Purpura, Schoenlein-Henoch","Colitis, Ulcerative",5.0,9.991072103722704
141718,"Purpura, Thrombocytopenic","Colitis, Ulcerative",6.0,8.489433123310981
142312,"Purpura, Thrombocytopenic, Idiopathic","Colitis, Ulcerative",14.0,27.074522369397748
142887,"Purpura, Thrombotic Thrombocytopenic","Colitis, Ulcerative",5.0,10.920193040448488
144658,Proteinuria,"Colitis, Ulcerative",8.0,9.991822188268417
145495,Albuminuria,"Colitis, Ulcerative",7.0,14.455606656598324
322,Asthenia,Crohn Disease,3.0,6.18965775316061
1562,Fever,Crohn Disease,44.0,27.233255820465057
3313,Fever of Unknown Origin,Crohn Disease,8.0,11.785239333368354
5301,Body Weight,Crohn Disease,141.0,48.36128644741186
7036,Birth Weight,Crohn Disease,8.0,11.2570475440376
8236,Weight Gain,Crohn Disease,15.0,22.300346110140783
9421,Weight Loss,Crohn Disease,43.0,43.00230958939051
10338,Emaciation,Crohn Disease,1.0,1.8326407212518088
10731,Cachexia,Crohn Disease,4.0,7.978896063219089
11260,Overweight,Crohn Disease,1.0,0.8238720995508412
12061,Obesity,Crohn Disease,11.0,9.158090167992349
13459,"Obesity, Morbid",Crohn Disease,3.0,5.25881985712368
14069,Thinness,Crohn Disease,3.0,8.011798829568171
14498,"Cardiac Output, Low",Crohn Disease,3.0,6.428386948666946
16555,Edema,Crohn Disease,39.0,23.2392456700124
18769,Eye Manifestations,Crohn Disease,6.0,9.047261843372976
20029,Fatigue,Crohn Disease,12.0,13.65615786625715
21576,Flushing,Crohn Disease,2.0,5.2280242704531865
22664,Hypergammaglobulinemia,Crohn Disease,2.0,3.358250327413871
23278,Intermittent Claudication,Crohn Disease,1.0,2.2183032020637934
23685,Mobility Limitation,Crohn Disease,1.0,2.76385710334264
24408,Neurologic Manifestations,Crohn Disease,2.0,0.1398828263506687
26465,Ataxia,Crohn Disease,3.0,3.658979138330821
28747,Chorea,Crohn Disease,2.0,3.985966742653976
31776,Psychomotor Agitation,Crohn Disease,1.0,2.2425601797093533
33431,"Gait Disorders, Neurologic",Crohn Disease,1.0,1.744765519935002
41068,Delirium,Crohn Disease,1.0,2.083955149532715
42269,Unconsciousness,Crohn Disease,1.0,0.9279728292056466
43128,Coma,Crohn Disease,1.0,1.312084812843242
44415,Syncope,Crohn Disease,1.0,1.4908914275297522
51148,Psychomotor Disorders,Crohn Disease,1.0,1.3316409916371097
52199,Muscle Cramp,Crohn Disease,1.0,2.2425601797093533
55286,Muscle Weakness,Crohn Disease,6.0,5.957946490217172
56631,Muscular Atrophy,Crohn Disease,3.0,4.382465308781485
57805,Spasm,Crohn Disease,4.0,5.469109886250302
59050,Tetany,Crohn Disease,5.0,11.906033365003232
60333,Pain,Crohn Disease,63.0,20.751362643736627
62417,Back Pain,Crohn Disease,6.0,6.88157111507629
63431,Low Back Pain,Crohn Disease,6.0,9.542526137260712
65162,Headache,Crohn Disease,14.0,12.383899565966468
67898,Sciatica,Crohn Disease,1.0,2.1694092980737385
69389,Paralysis,Crohn Disease,1.0,0.4844713774828483
71460,Gastroparesis,Crohn Disease,1.0,3.2974974048748016
71934,Hemiplegia,Crohn Disease,1.0,1.294632362892016
73095,Ophthalmoplegia,Crohn Disease,2.0,2.659694538366165
74518,Paraplegia,Crohn Disease,4.0,5.109917134663066
75773,Quadriplegia,Crohn Disease,4.0,5.476558677974561
77772,Paresis,Crohn Disease,1.0,1.2877357838329555
78599,Paraparesis,Crohn Disease,1.0,2.2358860726216605
79206,Psychophysiologic Disorders,Crohn Disease,62.0,91.91534931751563
81288,"Reflex, Abnormal",Crohn Disease,2.0,2.8142618860094
82725,Seizures,Crohn Disease,9.0,7.606502329692725
85120,Dizziness,Crohn Disease,1.0,1.3424714224114789
88017,Deafness,Crohn Disease,1.0,1.2285271630622612
90488,"Hearing Loss, Sensorineural",Crohn Disease,5.0,6.074279302321473
91857,"Hearing Loss, Sudden",Crohn Disease,1.0,2.5853020293441618
92448,Tinnitus,Crohn Disease,1.0,1.974033622547326
94074,Hyperesthesia,Crohn Disease,1.0,2.694864231855688
94544,Hypesthesia,Crohn Disease,1.0,1.7219610441163826
95409,Paresthesia,Crohn Disease,5.0,6.790090730748894
96212,Taste Disorders,Crohn Disease,2.0,4.752183144667752
96598,Dysgeusia,Crohn Disease,1.0,3.472156088923187
97204,Vision Disorders,Crohn Disease,8.0,5.307915454943273
98403,Amblyopia,Crohn Disease,2.0,5.127056459589203
99101,Blindness,Crohn Disease,4.0,4.392553420039799
100974,Diplopia,Crohn Disease,3.0,4.932495896650428
102047,Photophobia,Crohn Disease,1.0,2.85429196878379
102336,Scotoma,Crohn Disease,3.0,7.14362001900194
102760,"Vision, Low",Crohn Disease,1.0,2.2560435300466404
103282,Sleep Disorders,Crohn Disease,1.0,1.4929989098693168
103999,Sleep Deprivation,Crohn Disease,1.0,2.575912288994323
104451,"Urinary Bladder, Neurogenic",Crohn Disease,2.0,4.156514256836155
105821,Voice Disorders,Crohn Disease,1.0,1.66524481467453
106647,Hoarseness,Crohn Disease,2.0,4.432253845282395
107080,Oral Manifestations,Crohn Disease,12.0,22.389315394174893
107470,Oral Hemorrhage,Crohn Disease,1.0,2.575912288994323
108353,Abdominal Pain,Crohn Disease,101.0,85.6968514928882
109715,"Abdomen, Acute",Crohn Disease,26.0,37.37760339246774
110470,Colic,Crohn Disease,7.0,14.94323121460974
111152,Arthralgia,Crohn Disease,14.0,20.682200004566983
112379,Chest Pain,Crohn Disease,3.0,3.298682491069478
114866,Earache,Crohn Disease,1.0,2.8179243246129158
115754,"Pain, Postoperative",Crohn Disease,1.0,1.6778553222664596
116500,Pelvic Pain,Crohn Disease,2.0,4.082156250352647
117489,Anorexia,Crohn Disease,2.0,3.650521227908373
118187,Constipation,Crohn Disease,10.0,15.93915493526559
119445,Diarrhea,Crohn Disease,228.0,210.4868938867668
120552,"Diarrhea, Infantile",Crohn Disease,2.0,4.562490644041182
121009,Dyspepsia,Crohn Disease,5.0,10.410260996933143
121470,Eructation,Crohn Disease,1.0,3.977905559657317
121578,Flatulence,Crohn Disease,2.0,6.275734518565836
121856,Halitosis,Crohn Disease,1.0,3.241407938223758
122034,Heartburn,Crohn Disease,1.0,3.176869417086187
122611,Bulimia,Crohn Disease,2.0,5.527714206685279
123342,Nausea,Crohn Disease,24.0,27.330073779939354
124928,Vomiting,Crohn Disease,22.0,18.557278639358525
126187,Hematemesis,Crohn Disease,1.0,2.0858617278032967
128735,Apnea,Crohn Disease,1.0,1.8765539083417369
129752,Cough,Crohn Disease,7.0,9.203104057674327
131048,Dyspnea,Crohn Disease,11.0,11.057438496935788
135191,Respiratory Sounds,Crohn Disease,1.0,1.6392693282712694
136388,Skin Manifestations,Crohn Disease,21.0,12.859501580132708
137785,Jaundice,Crohn Disease,7.0,10.18298239666575
138510,"Jaundice, Obstructive",Crohn Disease,1.0,2.4980286321774794
140218,Purpura,Crohn Disease,3.0,3.189655817787401
141133,"Purpura, Schoenlein-Henoch",Crohn Disease,8.0,15.985715365956326
141720,"Purpura, Thrombocytopenic",Crohn Disease,1.0,1.4149055205518302
142317,"Purpura, Thrombocytopenic, Idiopathic",Crohn Disease,12.0,23.206733459483782
142891,"Purpura, Thrombotic Thrombocytopenic",Crohn Disease,2.0,4.368077216179395
143348,Dysuria,Crohn Disease,1.0,3.836493905607489
144663,Proteinuria,Crohn Disease,6.0,7.493866641201311
145497,Albuminuria,Crohn Disease,5.0,10.32543332614166
145966,Hemoglobinuria,Crohn Disease,1.0,2.8835216070987286
146514,Urinary Incontinence,Crohn Disease,1.0,1.6175293416348633
605,Asthenia,Hypersensitivity,1.0,2.0632192510535368
2655,Fever,Hypersensitivity,31.0,19.1870666007822
4327,Hypothermia,Hypersensitivity,1.0,1.9454362153971527
6504,Body Weight,Hypersensitivity,16.0,5.48780555431624
7674,Birth Weight,Hypersensitivity,10.0,14.071309430047002
8782,Weight Gain,Hypersensitivity,1.0,1.4866897406760522
10112,Weight Loss,Hypersensitivity,1.0,1.0000537113811745
11010,Cachexia,Hypersensitivity,1.0,1.9947240158047723
13055,Obesity,Hypersensitivity,21.0,17.48362668434903
14826,"Cardiac Output, Low",Hypersensitivity,2.0,4.285591299111297
17740,Edema,Hypersensitivity,66.0,39.32795421079022
19208,Eye Manifestations,Hypersensitivity,4.0,6.031507895581984
20785,Fatigue,Hypersensitivity,15.0,17.07019733282144
21029,Mental Fatigue,Hypersensitivity,1.0,3.585179477326583
21750,Flushing,Hypersensitivity,2.0,5.2280242704531865
22141,Heart Murmurs,Hypersensitivity,1.0,2.3634171314371484
23094,Hypergammaglobulinemia,Hypersensitivity,16.0,26.86600261931097
23544,Intermittent Claudication,Hypersensitivity,1.0,2.2183032020637934
23954,Motion Sickness,Hypersensitivity,1.0,3.4953231482047213
25021,Neurologic Manifestations,Hypersensitivity,8.0,0.559531305402675
25561,Cerebrospinal Fluid Rhinorrhea,Hypersensitivity,2.0,5.354944978287638
27065,Ataxia,Hypersensitivity,1.0,1.2196597127769402
29113,Chorea,Hypersensitivity,1.0,1.992983371326988
29758,Dystonia,Hypersensitivity,1.0,1.5361090335230454
30278,Torticollis,Hypersensitivity,1.0,2.154990922649467
30679,Hyperkinesis,Hypersensitivity,7.0,16.387001767658244
33129,Tremor,Hypersensitivity,1.0,1.739352786828252
33787,"Gait Disorders, Neurologic",Hypersensitivity,1.0,1.744765519935002
35873,Dyslexia,Hypersensitivity,2.0,5.354944978287638
37182,Speech Disorders,Hypersensitivity,2.0,2.3058331220480084
38506,Articulation Disorders,Hypersensitivity,1.0,1.887448957746804
39483,Stuttering,Hypersensitivity,1.0,3.3234728912780622
40068,Learning Disorders,Hypersensitivity,8.0,13.882499018329977
42687,Unconsciousness,Hypersensitivity,1.0,0.9279728292056466
43796,Coma,Hypersensitivity,3.0,3.9362544385297262
44969,Syncope,Hypersensitivity,5.0,7.454457137648761
45238,"Syncope, Vasovagal",Hypersensitivity,1.0,3.1825674382008247
46105,Memory Disorders,Hypersensitivity,2.0,2.9359952153277997
48525,Mental Retardation,Hypersensitivity,3.0,2.716340052218143
51715,Psychomotor Disorders,Hypersensitivity,1.0,1.3316409916371097
52475,Muscle Cramp,Hypersensitivity,1.0,2.2425601797093533
53856,Muscle Spasticity,Hypersensitivity,2.0,3.4545604111879653
56146,Muscle Weakness,Hypersensitivity,2.0,1.985982163405724
57175,Muscular Atrophy,Hypersensitivity,4.0,5.843287078375313
58352,Spasm,Hypersensitivity,1.0,1.3672774715625755
61654,Pain,Hypersensitivity,33.0,10.869761384814424
62922,Back Pain,Hypersensitivity,2.0,2.2938570383587638
63813,Low Back Pain,Hypersensitivity,2.0,3.1808420457535704
64440,Facial Pain,Hypersensitivity,1.0,1.9723285922962424
66071,Headache,Hypersensitivity,37.0,32.72887742433995
67518,Neuralgia,Hypersensitivity,1.0,1.5383141060813592
70141,Paralysis,Hypersensitivity,2.0,0.9689427549656968
71314,Facial Paralysis,Hypersensitivity,5.0,6.785484558152289
73683,Ophthalmoplegia,Hypersensitivity,1.0,1.3298472691830825
76803,Respiratory Paralysis,Hypersensitivity,1.0,2.4894202576408797
77367,Vocal Cord Paralysis,Hypersensitivity,1.0,1.9877795434519607
79790,Psychophysiologic Disorders,Hypersensitivity,51.0,75.60778734182739
80894,Horner Syndrome,Hypersensitivity,2.0,4.419252716076209
81924,"Reflex, Abnormal",Hypersensitivity,2.0,2.8142618860094
83757,Seizures,Hypersensitivity,10.0,8.451669255214139
84680,Sensation Disorders,Hypersensitivity,3.0,1.0299657128149189
85768,Dizziness,Hypersensitivity,9.0,12.082242801703307
86670,Hearing Disorders,Hypersensitivity,10.0,7.3501657495659325
87548,Hearing Loss,Hypersensitivity,2.0,1.6071010892456583
88753,Deafness,Hypersensitivity,5.0,6.142635815311306
89721,"Hearing Loss, Conductive",Hypersensitivity,1.0,2.2674202170287483
91184,"Hearing Loss, Sensorineural",Hypersensitivity,3.0,3.644567581392885
92782,Tinnitus,Hypersensitivity,2.0,3.948067245094652
93215,Olfaction Disorders,Hypersensitivity,4.0,9.152920866170168
93940,Hyperalgesia,Hypersensitivity,6.0,14.364660467019329
94944,Hypesthesia,Hypersensitivity,1.0,1.7219610441163826
96003,Paresthesia,Hypersensitivity,5.0,6.790090730748894
96412,Taste Disorders,Hypersensitivity,1.0,2.376091572333876
98149,Vision Disorders,Hypersensitivity,5.0,3.3174471593395456
99840,Blindness,Hypersensitivity,3.0,3.294415065029849
101391,Diplopia,Hypersensitivity,1.0,1.6441652988834758
103823,Sleep Disorders,Hypersensitivity,10.0,14.929989098693168
104213,Sleep Deprivation,Hypersensitivity,1.0,2.575912288994323
104751,"Urinary Bladder, Neurogenic",Hypersensitivity,1.0,2.0782571284180773
105552,Vertigo,Hypersensitivity,7.0,11.17376360231305
106118,Voice Disorders,Hypersensitivity,1.0,1.66524481467453
106428,Dysphonia,Hypersensitivity,2.0,6.899027224346854
106855,Hoarseness,Hypersensitivity,1.0,2.2161269226411977
107340,Oral Manifestations,Hypersensitivity,3.0,5.597328848543723
109113,Abdominal Pain,Hypersensitivity,12.0,10.181804137768896
110176,"Abdomen, Acute",Hypersensitivity,1.0,1.4376001304795285
110718,Colic,Hypersensitivity,2.0,4.26949463274564
111532,Arthralgia,Hypersensitivity,4.0,5.9092000013048525
112899,Chest Pain,Hypersensitivity,7.0,7.696925812495448
113776,Angina Pectoris,Hypersensitivity,7.0,10.168783608836002
114157,Acute Coronary Syndrome,Hypersensitivity,9.0,23.381643835944764
114547,"Angina, Unstable",Hypersensitivity,2.0,4.485120359418707
114731,"Angina Pectoris, Variant",Hypersensitivity,2.0,6.531898094279751
115248,Toothache,Hypersensitivity,1.0,2.7305823144577674
116194,"Pain, Postoperative",Hypersensitivity,5.0,8.389276611332297
116970,Dysmenorrhea,Hypersensitivity,2.0,5.520209507448178
118635,Constipation,Hypersensitivity,2.0,3.187830987053118
120243,Diarrhea,Hypersensitivity,17.0,15.694198228399278
120792,"Diarrhea, Infantile",Hypersensitivity,5.0,11.406226610102957
121285,Dyspepsia,Hypersensitivity,5.0,10.410260996933143
121420,Encopresis,Hypersensitivity,1.0,3.804058629854335
122129,Heartburn,Hypersensitivity,2.0,6.353738834172374
124019,Nausea,Hypersensitivity,3.0,3.4162592224924198
125776,Vomiting,Hypersensitivity,11.0,9.278639319679264
128140,Anoxia,Hypersensitivity,9.0,9.01789714536723
130355,Cough,Hypersensitivity,51.0,67.05118670591295
131851,Dyspnea,Hypersensitivity,8.0,8.041773452316937
132809,Hemoptysis,Hypersensitivity,1.0,1.6970743635369168
